post_title,post_name,description,sku,images,post_parent,comment_status,downloadable,virtual,post_status,visibility,stock_status,backorders,manage_stock,meta:brand,meta:ean_number,regular_price,sale_price,weight,tax_status,gpf:brand,gpf:mpn
York 3kg Medicine Ball with Rope,york-3kg-medicine-ball-with-rope,"Durable rubber compound material.
Reduced bounce element.
Looped nylon rope for assisted power swings.
Easy clean.",60168,60168-30170-round-medicine-balls-with-rope.jpg | 60168-60170-bbe311-med-balls-stand.jpg | 60168-york-3kg-medicine-ball-with-rope.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601688,40,,3.2,taxable,York Fitness,14961601688
York 4kg Medicine Ball with Rope,york-4kg-medicine-ball-with-rope,"Durable rubber compound material.
Reduced bounce element.
Looped nylon rope for assisted power swings.
Easy clean.",60169,60169-york-4kg-medicine-ball-with-rope.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601695,44.99,,4.2,taxable,York Fitness,14961601695
York 5kg Medicine Ball with Rope,york-5kg-medicine-ball-with-rope,"Durable rubber compound material.
Reduced bounce element.
Looped nylon rope for assisted power swings.
Easy clean.",60170,60170-york-5kg-medicine-ball-with-rope.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601701,49.99,,5.2,taxable,York Fitness,14961601701
York 4kg Kettlebell,york-4kg-kettlebell,"Steel handle for additional durability.
Cast iron moulded body.
Traditional shape
Smooth handle finish for performing rotational lifts and swings.
Domed outer surface for ease of rotation and comfort.
Integrally stamped size decal for limited wear.
Flat milled base.
Baked paint finish with additional lacquer coating.",60171,60171-60178-commercial-kettlebells.jpg | 60171-commercial-kettlebell-4kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601718,14.99,,4.5,taxable,York Fitness,14961601718
York 8kg Kettlebell,york-8kg-kettlebell,"Steel handle for additional durability.
Cast iron moulded body.
Traditional shape
Smooth handle finish for performing rotational lifts and swings.
Domed outer surface for ease of rotation and comfort.
Integrally stamped size decal for limited wear.
Flat milled base.
Baked paint finish with additional lacquer coating.",60172,60172-commercial-kettlebell-8kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601725,25,,8.5,taxable,York Fitness,14961601725
York 12kg Kettlebell,york-12kg-kettlebell,"Steel handle for additional durability.
Cast iron moulded body.
Traditional shape
Smooth handle finish for performing rotational lifts and swings.
Domed outer surface for ease of rotation and comfort.
Integrally stamped size decal for limited wear.
Flat milled base.
Baked paint finish with additional lacquer coating.",60173,60173-commercial-kettlebell-12kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601732,34.99,,12.5,taxable,York Fitness,14961601732
York 16kg Kettlebell,york-16kg-kettlebell,"Steel handle for additional durability.
Cast iron moulded body.
Traditional shape
Smooth handle finish for performing rotational lifts and swings.
Domed outer surface for ease of rotation and comfort.
Integrally stamped size decal for limited wear.
Flat milled base.
Baked paint finish with additional lacquer coating.",60174,60174-commercial-kettlebell-16kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601749,44.99,,16.5,taxable,York Fitness,14961601749
York 20kg Kettlebell,york-20kg-kettlebell,"Steel handle for additional durability.
Cast iron moulded body.
Traditional shape
Smooth handle finish for performing rotational lifts and swings.
Domed outer surface for ease of rotation and comfort.
Integrally stamped size decal for limited wear.
Flat milled base.
Baked paint finish with additional lacquer coating.",60175,60175-commercial-kettlebell-20kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601756,55,,20.5,taxable,York Fitness,14961601756
York 24kg Kettlebell,york-24kg-kettlebell,"Steel handle for additional durability.
Cast iron moulded body.
Traditional shape
Smooth handle finish for performing rotational lifts and swings.
Domed outer surface for ease of rotation and comfort.
Integrally stamped size decal for limited wear.
Flat milled base.
Baked paint finish with additional lacquer coating.",60176,60176-commercial-kettlebell-24kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601763,64.99,,24.5,taxable,York Fitness,14961601763
York 28kg Kettlebell,york-28kg-kettlebell,"Steel handle for additional durability.
Cast iron moulded body.
Traditional shape
Smooth handle finish for performing rotational lifts and swings.
Domed outer surface for ease of rotation and comfort.
Integrally stamped size decal for limited wear.
Flat milled base.
Baked paint finish with additional lacquer coating.",60177,60177-commercial-kettlebell-28kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601770,74.99,,28.5,taxable,York Fitness,14961601770
York 32kg Kettlebell,york-32kg-kettlebell,"Steel handle for additional durability.
Cast iron moulded body.
Traditional shape
Smooth handle finish for performing rotational lifts and swings.
Domed outer surface for ease of rotation and comfort.
Integrally stamped size decal for limited wear.
Flat milled base.
Baked paint finish with additional lacquer coating.",60178,60178-commercial-kettlebell-32kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961601787,85,,32.5,taxable,York Fitness,14961601787
York 2 Sided A-Frame Rack (for Rubber Hex 1.25kg to 12.5kg),york-2-sided-a-frame-rack-for-rubber-hex-125kg-to-125kg,"Holds a combination of up to six pairs of York Rubber Hex or Chrome dumbells.
All-steelconstruction.
Durable black powder coat finish.
Dumbells not included.
Item weight 18kg.",69002,69002-2-sided-a-frame-rack.jpg | 69002-2-sided-a-frame-rack-hex.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961690026,89.99,,18,taxable,York Fitness,14961690026
York Mobile Aerobic Rack,york-mobile-aerobic-rack,"Easy to access weight sets.
Can be easily moved due to the large 360 degree caster wheels.
Can safely and easily store 20 x of the York Aerobic sets.
Made from 1 ½” and 2” squared tubular steel. 
Durable black powder coat finish.
Item weight 26kg.
Available but not included are:
Aerobic disc and collar set (York code: 1170)
Chrome aerobic bars (York code: 1174)",69034,69034-mobile-aerobic-rack-empty.jpg | 69034-mobile-aerobic-rack-full.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961690347,349.99,,25,taxable,York Fitness,14961690347
York Horizontal Plate Rack (Toaster Rack),york-horizontal-plate-rack-toaster-rack,"This rack is custom made for the York Solid Rubber Training plates, Bumper Grip plates and a quantity of Olympic cast iron plates.
Takes 2 of each weight for Solid Rubber Training plate, Bumper Grip and the Olympic cast.
It also has storage for 2 of each the smaller Olympic cast increments such as 1.25, 2.5 and 5kg. 
These are the ideal rack to serve a full set of plates to 1 of our platforms, due to their low to the ground in design and minimalist look.
1 x grab handle and 2 x wheels for easy transportation between stations.
Made from 8mm steel finished in crinkle black (plates not included).
The floor based design allows plates to be easily rolled on and off as required.
Item weight 28kg.",69041,69041-new-horizontal-plate-tree-rack.jpg | 69041-new-horizontal-plate-tree-rack-with-weights.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,139.99,,27.9,taxable,York Fitness,
York 2 Sided Vertical Rack (for Chrome Club Pack),york-2-sided-vertical-rack-for-chrome-club-pack,"Holds a combination of up to 10 pairs of York Rubber Hex or Chrome dumbells.
Easy lift on and off access to the dumbells due to the vertical positioning design.
All-steelconstruction. 
Durable black powder coat finish.
Simple yet sturdy bolt together design.
Durable nylon based plastic wear guards to prevent damage to the handles of dumbells.
Item weight 23kg.",69044,69044-2-sided-vertical-rack-chrome.jpg | 69044-2-sided-vertical-rack-empty.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961690446,191.99,,23,taxable,York Fitness,14961690446
York 2-Tier Dumbbell Saddle Rack (Holds Pro-Styles 6 Pairs),york-2-tier-dumbbell-saddle-rack-holds-pro-styles-6-pairs,"ETS Saddle Dumbell Rack for the “Medial Grip” Pro Style Dumbells.
2-tier rack that hold 6 pairs of Pro Style Dumbells.
Made from 10cm x 5cm elliptical tubing for superior strength and exceptional looks.
Large 20cm x 16cm steel foot plates to spread the weight of a fully loaded rack, these also come with pre-drilled hole for a permanent fix if needed.
The tray of the rack is 25cm in width and has a large dumbell cup, measuring 12cm in length.
L = 157cm x D = 65cm x H = 88cm
Item weight 60kg.",69045,69045-york-ets-2-tier-dumbell-rack-6-pair-empty.jpg | 69045-york-ets-2-tier-dumbell-rack-6-pair-full.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961690453,283,,60,taxable,York Fitness,14961690453
York 2-Tier Dumbbell Saddle Rack (Holds Pro Styles 10 Pairs),york-2-tier-dumbbell-saddle-rack-holds-pro-styles-10-pairs,"Smooth Saddle dumbell rack holders for the “Medial Grip” Pro style dumbells.
2-tier Racks that hold 10 pairs of Pro style dumbells.
Made from 10cm x 5cm elliptical tubing for superior strength and exceptional looks.
Large 20cm x 16cm steel foot plates to spread the weight of a fully loaded rack, these also come with pre-drilled hole for a permanent fix if needed.
The tray of the rack is 25cm in width and has a large dumbell cup, measuring 12cm in length.
L = 265cm x D = 65cm x H = 88cm
Item weight 95kg.",69046,69046-ets-2-tier-dumbell-saddle-rack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961690460,389.99,,95,taxable,York Fitness,14961690460
York 3 Tier Tray Rack (Holds 14 pairs Legacy or Rubber Hex DB's),york-3-tier-tray-rack-holds-14-pairs-legacy-or-rubber-hex-dumbbells,"Universal Dumbell Rack Holder.
3 Tier tray design.
Trays angled for easy access.
Durable black paint finish.
Simple bolt together design.
L -175cm x D -61cm x H -101cm.
Item weight 53kg.",69127,69127-3-tier-dumbell-rack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,349.99,,,taxable,York Fitness,
York Olympic Plate Tree Rack with 2 Olympic Bar Holders,york-olympic-plate-tree-rack-with-2-olympic-bar-holders,"Includes 2 x International bar holders.
Space Efficient Olympic bar and weight plate storage system.
Incorporates 6 x weight pegs covered in a hard wearing rubber coating.
Stores Olympic weight plates ranging from 1.25kg-25kg (standard cast or ISO-Grip).
Weight pegs are 4.5cm in diameter and 19cm in length. 
The base and upright are made from 8cm x 5cm squared steel, which is 3mm in thickness.
Powder coated in a durable black finish.
4 x Rubber anti-slip feet.
Item weight 35kg.",69139,69139-olympic-plate-tree-rack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,179.99,,35,taxable,York Fitness,
York Olympic Single Sided Plate Tree Rack with 2 Olympic Bar Holders,york-olympic-single-sided-plate-tree-rack-with-2-olympic-bar-holders,"4 x 2” weight storage pegs to accommodate Solid Rubber training plates, bumper plates and any 20,25 and 50kg cast iron plate.
Six additional 2” plate storage pegs are located behind the front side of the tree; (the lower two pegs are for Olympic 20, 25 and 50kg plates, and the four other pegs are for smaller increment of cast or ISO-Grip plates. 
The front weight pegs are 4.5cm x 33cm, the rear pegs are 4cm x 21cm.
Vertical bar storage for two Olympic Bars and two vertical pegs for collar storage.
Large Steel foot plates with pre-drilled holes, should a permanent fixture be required.
Item weight 65kg.",69142,69142-single-sided-plate-tree.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961691429,299.99,,98,taxable,York Fitness,14961691429
York Pro Style Barbell Rack (For 4 Barbells),york-pro-style-barbell-rack-for-4-barbells,"Holds 4 Bars.
Made from 10cm x 5cm elliptical tubing for superior strength and exceptional looks.
Non slip rubber feet and large rear foot plates with pre-drilled holes for permanent fix if needed.
Space efficient footprint.
Can be used free standing or against a wall.
Item weight 44kg.",69150,69150-york-ets-barbellcurl-rack-closeup.jpg | 69150-york-ets-barbellcurl-rack-empty.jpg | 69150-york-ets-barbellcurl-rack-full.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961691504,166.99,,33.5,taxable,York Fitness,14961691504
BBE Club 7oz Leather Bag Mitts,boxing-bbe-club-7oz-leather-bag-mitts,"BBE 7oz Leather Bag Mitts are designed for bag work, the lightweight design ensures no excess is in the way whilst working on the bag itself. The Mitts have added protect for working the bag ensure the user is not injured by the gloves taking the impact instead of the users hands directly.

*12 month warranty  ",bbe022,bbe022-club-leather-mitt.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961200225,19.99,,0.42,taxable,York Fitness,14961200225
BBE Club 12oz Sparring Gloves,boxing-bbe-club-12oz-sparring-gloves,"The BBE Ring Trainer Boxing Glove - 12oz is well proven boxing sparring glove in black leather with PU palm and elasticated cuff for great wrist support. It has been designed for the serious boxer or club usage. Ring trainer all leather sparring glove
Designed for the serious boxer and or club usage
Elasticated wrist strap with hook and loop fixing wrist support
Shaped glove for additional comfort and support
Weight: 12 oz",BBE050,bbe050-bbe051-bbe052-sparring-glove-pu-nopt-1.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961200508,26.99,,0.82,taxable,York Fitness,14961200508
BBE Club 10oz Leather Ring Trainer Gloves,boxing-bbe-club-10oz-leather-ring-trainer-gloves,"The BBE Club ring trainer gloves are supplied with a vented palm for hand cooling and feature an inner palm finger grip bar. The gloves are produced from top quality leather and offer an anti- bacterial and anti-slip sweat absorbent lining, as well as an elasticated full wrap around wrist support. They have an ergonomic design and utilise a thumb attached safety feature. Leather gloves
Ergonomic design and comfort fit
Latex shock absorbent foam padding
Thumb attached safety feature
Inner palm finger grip bar
Vented palm for hand cooling
Anti-bacterial and anti-slip sweat absorbent lining
Elasticated full wrap around wrist support
Weight: 0.6kg (1.32lbs)",BBE053,bbe053-club-ring-trainer.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961200539,37,,0.59,taxable,York Fitness,14961200539
BBE Club 12oz Leather Ring Trainer Gloves,boxing-bbe-club-12oz-leather-ring-trainer-gloves,"The BBE Ring Trainer Boxing Glove - 12oz is well proven boxing sparring glove in black leather with PU palm and elasticated cuff for great wrist support. It has been designed for the serious boxer or club usage. Ring trainer all leather sparring glove
Designed for the serious boxer and or club usage
Elasticated wrist strap with hook and loop fixing wrist support
Shaped glove for additional comfort and support
Weight: 12 oz",bbe054,bbe054-bbe055-bbe056-ring-trainer-leather2.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961200546,38.99,,0.76,taxable,York Fitness,14961200546
BBE Club 4ft Leather Super Impact Punch Bag,boxing-bbe-club-4-foot-leather-super-impact-punch-bag,"The BBE Club Super Impact is manufactured from leather for superior durability and feel. It weighs approximately 30kg (66lbs) and is fitted with 6 chrome plated D-rings. The Super Impact has a diameter of 14” (35cm) and is designed for heavy hitters. This 4ft (120cm), extra durable punch bag has a heavy duty zip top closure with seam protection and is textile filled with a balance of light, medium and heavy fill to provide an even weighted balanced bag. The bag is great for club or home use and perfect for use with a 6 strand chain set (optional). Length: 4ft (120cm)
Diameter: 14” (35cm)
All leather punch bag
Double stitched bag seams using quality thread
6 x sewn in bag patches re-enforced with chrome plated D-rings
Heavy duty zip top closure with seam protection
Textile filled with a balance of light, medium and heavy fill
For use with a 6 strand chain set (optional)
Weight: Approx. 30kg (66lbs)",bbe092,bbe092-super-impact-leather-bag-4ft.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961200928,190,,30.2,taxable,York Fitness,14961200928
BBE Club 4 Strand Punch Bag Chain,boxing-bbe-club-4-strand-punch-bag-chain,"The BBE Punchbag chain set offers 4 strands and a swivel attached at the top of the chain, which allows the punch bag to rotate and reduce undue stress on the links of the chain. This 4 strand chrome plated hanging chain features welded metal links. The length of the chain is 51cm. The set is durable and can be easily clipped onto punchbag and ceiling fixture. It can support the maximum weight of 30kg (66lbs). 4 strand chain
Chrome plated
Swivel included
Welded links
Easily clipped
Ideal for suspending leather punchbags
Chain length: 51cm
Max weight supported: 30kg (66lbs)",BBE099,bbe099-punchbag-chain-set-4-strand.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961200997,10.99,,0.82,taxable,York Fitness,14961200997
BBE Club 6 Strand Punch Bag Chain,boxing-bbe-club-6-strand-punch-bag-chain,"The BBE Club 6 strand punch bag chain weighs approximately 1kg (2.2lbs) and is attached to a rotating swivel which allows the punch bag to rotate in order to reduce undue stress on the chain links and the bag fixings. This chrome plated punch bag hanging chain is supplied with welded metal links. 6 strand chrome plated punch bag hanging chain with welded metal links
Rotating swivel
Weight: Approx. 1kg (2.2lbs)",bbe100,bbe100-punchbag-chain-set-6-strand.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961201000,13,,1.1,taxable,York Fitness,14961201000
"BBE Club 8"" Leather Lightweight Speed Ball",boxing-bbe-club-8-inch-leather-lightweight-speed-ball,"The BBE Club medium speed ball is lightweight (0.28kg) and fitted with a re-enforced hanging loop with a heavy duty webbed lining. This 9” (22.9cm) speed ball is produced from leather ensuring high quality and enhanced durability. It has sewn in latex rubber bladder and is suitable for club use. In addition, the speed ball features machine stitched seams for extra durability. Leather 9” (22.9cm) speed ball
Size: Medium
Lightweight sewn in latex rubber bladder
Machine stitched seams for durability
Re-enforced hanging loop with a heavy duty webbed lining
Suitable for club use
Weight: 0.28kg (0.61lbs)",BBE134,bbe134-club-lightweight-speedball.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961201345,19.99,,0.37,taxable,York Fitness,14961201345
BBE Club Leather Hook And Jab Pads,boxing-bbe-club-leather-hook-and-jab-pads,"The BBE Club hook and jab pads utilise sewn in disc mounted targets and weigh approximately 0.5kg (1.1lbs). These traditional style coaching pads are manufactured from leather for superior durability and feel and offer lightweight shock absorbent 30mm closed cell air foam incorporating an additional layer of impact resistant EVA foam. They feature an elasticated individual finger pocket glove ensuring a good grip. The pads are great for improving agility, balance and hand-eye co-ordination. Traditional style coaching pads
Material: Leather
Lightweight shock absorbent 30mm closed cell air foam incorporating an additional layer of impact resistant EVA foam
Elasticated individual finger pocket glove (to ensure a good grip)
Sewn in disc mounted targets included
Weight: Approx. 0.5kg (1.1lbs)",bbe136,bbe136-club-leather-hook-jab-pad.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961201369,31.99,,0.38,taxable,York Fitness,14961201369
BBE Club Canvas Hook and Jab Pads,boxing-bbe-club-canvas-hook-and-jab-pads,"The BBE Club curved hook and jab pads feature lightweight shock absorbent 40mm closed cell air foam incorporating an additional layer of impact resistant EVA foam. The pads have a curved design and offer sewn in disc mounted targets for hand-eye co-ordination. These high quality pads are made from durable canvas material and utilise an elasticated individual finger pocket glove providing a good grip. Curved design
Material: Canvas
Lightweight shock absorbent 40mm closed cell air foam incorporating an additional layer of impact resistant EVA foam
Elasticated individual finger pocket glove
Sewn in disc mounted targets included
Weight: 0.5kg (1.1lbs)",bbe141,bbe141-trad-canvas-hook-jab-pads.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961201413,22,,0.5,taxable,York Fitness,14961201413
BBE Club Double Gumshield,boxing-bbe-club-double-gumshield,"A specially formulated clear plastic gum shield that protects the top and bottom rows of teeth. The gum shields are sold separately in a small plastic case and supplied with instructions on how to personally mould them to the teeth. Commonly known as 'boil and bite', this gum shield will allow a good but limited amount of protection.",bbe160,bbe160-bbe163-gumsheild-adult-clear.jpg | bbe160-gumshield-adult-double-clear.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961201604,4,,0.1,taxable,York Fitness,14961201604
BBE Club Single Gumshield,boxing-bbe-club-single-gumshield,"The BBE Single Gumshield is a Single bite-down gumshield that protects the mouth against the impacts of boxing, the gumshield features a classic design for easy useage. The Gumshield is an easy to fit and simple to clean. This item is a sealed item for hygienic reasons.",bbe163,bbe163-gumshield-adult-single-clear.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961201635,2.99,,0.1,taxable,York Fitness,14961201635
BBE Club 4ft Leather Punch Bag with Chain,boxing-bbe-club-4-foot-leather-punch-bag-with-chain,"The BBE club leather punchbag with chains is 3.5ft (102cm) long and has a diameter of 13” (33cm). It is made from 100% leather and textile filled to weigh ca. 24kg (53lbs). The bag has 4 sewn in chrome pleated D-rings and is supplied with a set of 4 strand chains with a built in swivel.
100% quality leather
4 sewn in chrome pleated D-rings
Weight: ca. 24kg (53lbs)
Length: 102cm (3.5ft)
Diameter: 33cm (13”)
Suppliedwith a set of 4 strand chains with abuilt in swivel",bbe166,bbe166-club-leather-punchbag-chain.jpg | bbe166-club-leather-punchbag-chain2.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961201666,115,,21.2,taxable,York Fitness,14961201666
BBE Club Abdominal Protector - Small to Medium,boxing-bbe-club-abdominal-protector-small-to-medium,"The BBE Club Abdominal Protector is designed to take the impact contact around the abdominal area, the product straps around the waist to provide extra comfort whilst proforming the exercise. The product is lightweight to create ease of use and comfort to the user. Available in sizes Small to Medium",BBE180,bbe180-bbe181-club-abdo-protector1.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961201819,20.99,,0.34,taxable,York Fitness,14961201819
"BBE Club 9"" Leather Heavy Duty Speed Ball",boxing-bbe-club-9-inch-leather-heavy-duty-speed-ball,"The BBE Club heavy duty speed ball weighs 0.32kg (0.7lbs) and is great for improving boxers overall hand-eye co-ordination and learning to shift weight effectively between two feet. This 9” (22.9cm) speed ball is made from leather for extra durability and incorporates a re-enforced hanging loop with a heavy duty webbed lining. It offers machine stitched seams and a sewn in latex rubber bladder.
9” (22.9cm) leather speed ball
Size: Medium
Sewn in latex rubber bladder
Machine stitched seams
Re-enforced hanging loop with a heavy duty webbed lining
Weight: 0.32kg (0.7lbs)",BBE186,bbe186-bbe187-international-speedball-butile.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961201864,23.99,,0.28,taxable,York Fitness,14961201864
BBE Maxgrip Medicine Ball Storage Rack,boxing-bbe-maxgrip-medicine-ball-storage-rack,"Lightweight design.
Sturdy construction.
Holds minimum of 12 max grip balls (not included).
Durable black powder coat finish.
Horizontal ball rack, incorporating 4 shelves to allow multi-use combination of storing medicine balls.
Easy to assemble.
Perfect for use in gym, fitness centre etc.
Item weight 14.5kg",bbe310,bbe310-med-ball-horizontal-rack.jpg | bbe310-rack-with-various-med-balls-1.jpg | bbe310-rack-with-various-med-balls-2.jpg | bbe310-rack-with-various-med-balls-3.jpg | bbe310-rack-with-various-med-balls-4.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961203103,94.99,,14.5,taxable,York Fitness,14961203103
BBE Maxgrip Medicine Ball Display Rack,boxing-bbe-maxgrip-medicine-ball-display-rack,"Space saving vertical ball rack.
Lightweight design.
Sturdy construction.
Holds 5 Max grip balls in any combination of 1kg-10kg (not included).
Durable black powder coat finish.
Easy to assemble.
Perfect for use in a gym, fitness centre etc.
Item weight 7kg.",BBE311,bbe311-med-ball-vertical-stand.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961203114,62.99,,7,taxable,York Fitness,14961203114
BBE Club 2.5 meter Handwraps,boxing-bbe-club-25-meter-handwraps,"The BBE Club hand wraps are equipped with a thumb loop fixing and weigh 0.1kg (0.2lbs). They are produced from a machine washable stretch cotton fabric and available in 2.5m for competition or sparring use. The handwraps utilise a 1” (2.5cm) Velcro cuff strap fixing providing a perfect fit. Length: 2.5m
Width: 2” (5cm)
Machine washable stretch cotton fabric
Thumb loop fixing
1” (2.5cm) Velcro cuff strap fixing
Weight: 0.1kg (0.2lbs)
",bbe320,bbe320-handwraps-black.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961203202,4.99,,0.06,taxable,York Fitness,14961203202
BBE 14oz Sparring Gloves - Adult,boxing-bbe-14oz-sparring-gloves-adult,"The BBE 14oz sparring gloves – adult have a ventilated palm construction to ensure top comfort and breathability during sparring sessions. The gloves are padded with high density shock absorbing foam and made from a durable vinyl material that is easy to clean. They feature a safety thumb design attachment as well as an adjustable wrist support for added safety. Durable vinyl material
Easy to clean
Shock absorbent foam
Comfortable fit
Safety feature thumb attached
Adjustable wrist support
BBE logo
Weight: 14oz (0.4kg)
Colour: black/green",BBE567,bbe567-571-06.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961205671,22.99,,0.85,taxable,York Fitness,14961205671
BBE Pro Floor to Ceiling Ball Straps x 2,boxing-bbe-pro-floor-to-ceiling-ball-straps-pair,"The BBE Pro floor to ceiling ball set includes 2 x plated snap lock fixings and a pair of height adjustable straps. The ball is manufactured from high quality leather and has re-enforced stitched seams for added durability. This 7” (17.8cm) reaction ball will help you develop great head movement, timing, speed and combinations. It comes with a sewn in latex bladder. 7” (17.8cm) diameter reaction ball
Quality leather material
Re-enforced stitched seams
Latex sewn in bladder
Butile rubber non leak valve
Includes a pair of height adjustable straps
2 x plated snap lock fixings
Weight: Approx.0.72kg",BBE643,bbe643-floor-to-ceiling-straps.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961206432,10,,0.24,taxable,York Fitness,14961206432
BBE Pro 3kg Leather Medicine Ball,boxing-bbe-pro-3kg-leather-medicine-ball,"The BBE Leather medicine ball 3kg is a useful 8-panel hand stitched ball, which helps its users to train and tone muscles, especially the core ones like abs or lower back.
Weight: 3kg
8-panel hand stitched
Made from leather",BBE645,bbe645-bbe646-bbe647-medicine-ball-leather.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961206456,26.99,,3,taxable,York Fitness,14961206456
"BBE Pro 8"" Rubber/Nylon Speed Rope",boxing-bbe-pro-8-inch-rubber-nylon-speed-rope,"The BBE 8"" Rubber/Nylon Speed Rope is a flexible design that is versitile to keep up with every fitness session, This product has extra grip handles complete with a sleek rope that glides through the air with minimum resistance.",BBE648,bbe648-speed-rope-pro.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961206487,5.99,,0.14,taxable,York Fitness,14961206487
BBE Pro 6 Strand Punch Bag Chain,boxing-bbe-pro-6-strand-punch-bag-chain,"The BBE Club 6 strand punch bag chain weighs approximately 1kg (2.2lbs) and is attached to a rotating swivel which allows the punch bag to rotate in order to reduce undue stress on the chain links and the bag fixings. This chrome plated punch bag hanging chain is supplied with welded metal links. 6 strand chrome plated punch bag hanging chain with welded metal links
Rotating swivel
Weight: Approx. 1kg (2.2lbs)",BBE649,bbe649-chain-6-strand-nickel.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961206494,22,,1.06,taxable,York Fitness,14961206494
BBE Pro Heavy Duty Punch Bag Spring,boxing-bbe-pro-heavy-duty-punch-bag-spring,"The BBE Pro heavy duty punch bag spring is designed to reduce stress and tension of the punch bag hangers and chains. It weighs 0.34kg (0.74lbs) and can be used in conjunction with Snaplock carabina’s x 2 (not included). This shock absorbent, heavy duty spring hanger dissipates impact force and reduces swing. Heavy duty punch bag spring hanger
Shock absorbent
Used in conjunction with Snaplock carabina’s x 2 (not included)
Reduces the stress and tension of the punch bag hangers and chains
Dissipates impact force and reduces swing
Maximum load: 50kg
Weight: 0.34kg (0.74lbs)",BBE650,bbe650-bbe-pro-heavy-duty-punchbag-spring.jpg | bbe650-punchbag-spring-heavy-duty.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961206500,10,,0.34,taxable,York Fitness,14961206500
BBE Pro Snaplock Bag Hook,boxing-bbe-pro-snaplock-bag-hook,"The BBE Pro Heavy Duty Snaplock Bag Hook is designed to secure a punchbag in place, the hook holds a punch bag but allows it to be flexible around the bag, the hook is ideal for attaching the spring's to a bracket/ceiling hook and also for  attaching the base of spring's to bag chains.",BBE651,bbe651-bbe-pro-snaplock-hook.jpg | bbe651-snaplock-nickel.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961206517,3.49,,0.12,taxable,York Fitness,14961206517
